Revisore destaque,certificado_sf_revisores_bruno.pdf,Bruno de Carvalho Albertini (EPUSP)
Revisore destaque,certificado_sf_revisores_carlos.pdf,Carlos Eduardo da Silva (Sheffield Hallam University)
Revisore destaque,certificado_sf_revisores_daniel.pdf,Daniel Macêdo Batista (IME-USP)
Revisore destaque,certificado_sf_revisores_diego.pdf,Diego Kreutz (UNIPAMPA)
Revisore destaque,certificado_sf_revisores_robson.pdf,Robson Albuquerque (UnB)
Revisore destaque,certificado_sf_revisores_rodrigo.pdf,Rodrigo Brandão Mansilha (UNIPAMPA)
