Comparando Médias Móveis com Integral de Choquet para Detectar Anomalias no Tráfego de Redes;DennerAyres;Denner Ayres, Abreu Quevedo, Graçaliz Dimuro, Giancarlo Lucca, Bruno L. Dalmazo
Evaluating the Network Traffic on an Improved Version of the Committeeless Proof-of-Stake Blockchain Consensus Algorithm;GeorgeGigilasJunior;George Gigilas Junior, Filipe F. Ferreira, Marco A. A. Henriques
Autenticação de Sistemas Baseados em Biometria Comportamental;LucasRafael;Lucas Rafael de Azevedo Corrêa, Agda Beatriz Gonçalves Costa, Paulo Sérgio de Souza Lei Assumpção, Wilson de Souza Melo Jr.
Melhorias no Processo de Armazenamento de Dados em TPM para Gerenciamento de Integridade;MarianeZeitouni;Mariane Maira Santos Zeitouni, Marcela Tassyany Galdino Santos, Reinaldo Cezar De Morais Gomes
Compact Memory Implementations of the ML-DSA Post-Quantum Digital Signature Algorithm;Rodrigo_Duarte_de_Meneses;Rodrigo Duarte de Meneses, C. Teixeira, M. A. A. Henriques
Aspectos de Segurança da Comunicação Baseada em Papéis usando WebRTC;VictorGoncalvesNetto;Victor Gonçalves Netto, Fábio M. Costa
