Menção honrosa,certificado_sf_mencao_exss.pdf,"EXSS: Um Emulador Educativo de Ataques Cross-Site Scripting
Bianca Guarizi (CEFET-RJ), Isabela Alves (CEFET-RJ), Júlia Souza (CEFET-RJ), Guilherme Pimentel (UFF), João Watanabe (UFF), Dalbert Mascarenhas (CEFET-RJ), Ian Vilar Bastos (UERJ), Marcelo Rubinstein (UERJ), Igor Moraes (UFF)"
Menção honrosa,certificado_sf_mencao_web.pdf,"Web xKaliBurr: uma Plataforma Online para Levantamento de Informações em Pentest em Aplicações na Internet 
Daniel de Barros (UFC), Lucas Cabral (UFC), João Alves de Oliveira (UFC), Felipe Castro (UFC), Lucas Soares (UFC), Lincoln Rocha (UFC), José Maria Silva Monteiro Filho (UFC), Joaquim Cavalcante-Neto (UFC)"
Melhor artigo,certificado_sf_melhor_mh_fsf.pdf,"MH-FSF: um Framework para Reprodução, Experimentação e Avaliação de Métodos de Seleção de Características
Vanderson Rocha (UFAM), Hendrio Luis Bragança (UFAM), Diego Kreutz (UNIPAMPA), Eduardo Feitosa (UFAM)"
